日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20241031,6407,ＣＫＤ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6408,小倉クラッチ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6411,中野冷機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6412,平和,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6413,理想科学工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6416,桂川電機,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6417,ＳＡＮＫＹＯ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6418,日本金銭機械,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6419,マースグループホールディングス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6420,フクシマガリレイ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6424,高見沢サイバネティックス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6425,ユニバーサルエンターテインメント,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6428,オーイズミ,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6430,ダイコク電機,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6432,竹内製作所,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6433,ヒーハイスト,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6436,アマノ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6440,ＪＵＫＩ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6444,サンデン,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6445,ジャノメ,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6448,ブラザー工業,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20241031,6454,マックス,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6455,モリタホールディングス,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,7,TOPIX Small 2
20241031,6457,グローリー,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6458,新晃工業,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6459,大和冷機工業,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6460,セガサミーホールディングス,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6463,ＴＰＲ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6464,ツバキ・ナカシマ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6465,ホシザキ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6466,ＴＶＥ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6467,ニチダイ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6469,放電精密加工研究所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6470,大豊工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6471,日本精工,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6472,ＮＴＮ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6473,ジェイテクト,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6474,不二越,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6479,ミネベアミツミ,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20241031,6480,日本トムソン,プライム（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6481,ＴＨＫ,プライム（内国株式）,3600,機械,8,機械,4,TOPIX Mid400
20241031,6482,ユーシン精機,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6484,ＫＶＫ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6485,前澤給装工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6486,イーグル工業,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6488,ヨシタケ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6489,前澤工業,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20241031,6490,ＰＩＬＬＡＲ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6492,岡野バルブ製造,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6493,ＮＩＴＴＡＮ,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20241031,6494,ＮＦＫホールディングス,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6495,宮入バルブ製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6496,中北製作所,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6497,ハマイ,スタンダード（内国株式）,3600,機械,8,機械,-,-
20241031,6498,キッツ,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20241031,6501,日立製作所,プライム（内国株式）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20241031,6503,三菱電機,プライム（内国株式）,3650,電気機器,9,電機・精密,1,TOPIX Core30
20241031,6504,富士電機,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20241031,6505,東洋電機製造,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20241031,6506,安川電機,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20241031,6507,シンフォニアテクノロジー,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20241031,6508,明電舎,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20241031,6513,オリジン,スタンダード（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20241031,6516,山洋電気,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20241031,6517,デンヨー,プライム（内国株式）,3650,電気機器,9,電機・精密,7,TOPIX Small 2
20241031,6518,三相電機,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20241031,6521,オキサイド,グロース（内国株式）,3650,電気機器,9,電機・精密,-,-
20241031,6522,アスタリスク,グロース（内国株式）,3650,電気機器,9,電機・精密,-,-
20241031,6523,ＰＨＣホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20241031,6524,湖北工業,スタンダード（内国株式）,3650,電気機器,9,電機・精密,-,-
20241031,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20241031,6526,ソシオネクスト,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20241031,6527,ワカ製作所,PRO Market,3650,電気機器,9,電機・精密,-,-
20241031,6532,ベイカレント,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20241031,6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6535,アイモバイル,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6537,ＷＡＳＨハウス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6538,ディスラプターズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6539,ＭＳ－Ｊａｐａｎ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6540,船場,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6542,ＦＣホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6543,日宣,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6544,ジャパンエレベーターサービスホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,6545,インターネットインフィニティー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6546,フルテック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6547,グリーンズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6548,旅工房,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6549,ディーエムソリューションズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6550,Ｕｎｉｐｏｓ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6551,ツナググループ・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6552,ＧａｍｅＷｉｔｈ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6554,エスユーエス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6557,ＡＩＡＩグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6558,クックビズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6560,エル・ティー・エス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6562,ジーニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6563,みらいワークス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6564,ミダックホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6565,ＡＢホテル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6566,要興業,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6568,神戸天然物化学,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6570,共和コーポレーション,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6571,キュービーネットホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6572,オープングループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,6573,アジャイルメディア・ネットワーク,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6574,コンヴァノ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20241031,6576,揚工舎,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
